grid_id,total_trips,sum_of_passengers,sum_of_costs,sum_of_tips,count_of_payment_by_card,count_of_payment_by_cash,sum_of_duration_in_seconds,grid_index
U-87,1,1,163.8,20,1,0,46,6447
AE-87,1,1,180.69,30.1,1,0,284,6453
AH-87,1,1,95.3,5,1,0,24,6456
AI-87,7,9,457.4,53.55,4,0,318,6457
AL-87,2,2,0,0,0,1,508,6460
AM-87,2,6,22.3,4.7,2,0,922,6461
AN-87,1,1,133.3,20,1,0,52,6462
AO-87,5,5,213.31,32.77,4,1,2971,6463
AQ-87,33,33,747.88,61.73,20,13,25915,6465
AS-87,4,8,194.2,0,1,2,2012,6467
AU-87,2,2,155.25,37.9,2,0,44,6469
AY-87,1,1,117.96,19.66,1,0,543,6471
BA-87,1,1,75.31,0.01,1,0,47,6472
BB-87,1,1,76.3,0,1,0,2939,6473
BC-87,1,1,85.3,10,1,0,28,6474
BF-87,1,6,10.3,0,0,1,404,6477
BK-87,2,9,34.1,4,2,0,1724,6482
BL-87,1,2,180.35,30.05,1,0,424,6483
BN-87,1,1,13.8,0,0,1,1149,6484
BO-87,1,1,10.56,1.76,1,0,557,6485
BQ-87,3,4,143.85,18.2,2,1,535,6487
BR-87,2,2,24.12,4.02,2,0,1106,6488
BS-87,35,56,2751.86,280.71,24,3,32626,6489
BT-87,39,57,2634.53,294.85,27,6,31025,6490
BU-87,6,7,155.6,8.26,3,3,7634,6491
BV-87,11,11,129.37,14.07,7,4,7936,6492
BW-87,19,30,588.12,37.16,10,8,8706,6493
BX-87,54,69,3185.27,291.74,30,15,32591,6494
BY-87,122,172,5181.59,489.98,76,36,101344,6495
BZ-87,177,293,7145.41,598.87,96,64,190186,6496
CA-87,177,255,9856.32,1001.7,109,50,329035,6497
CB-87,81,120,3188.56,382.99,51,20,33055,6498
CC-87,74,111,968.23,120.94,49,25,56250,6499
CD-87,137,210,1764.26,196.62,91,46,102392,6500
CE-87,168843,287731,2548851.01,259166.25,103742,64289,162914607,6501
CF-87,515276,847932,7049481.06,785123.01,355671,157980,433143322,6502
CG-87,2079962,3471534,29214858.88,3124691.35,1308541,763862,1856639495,6503
CH-87,374340,634137,4986953.64,540521.67,236555,136573,330127118,6504
CI-87,132356,226515,1697090.06,165751.48,73879,57985,118430817,6505
CJ-87,870409,1450495,10578552.38,1070494.16,509127,358453,711829594,6506
CK-87,1420464,2346981,17211823.07,1823842.78,884392,531908,1062923080,6507
CL-87,1152586,1914928,15657666.84,1714300.25,755027,394084,931799807,6508
CM-87,449299,741213,6324323.37,690803.89,295506,152577,364992391,6509
CN-87,3367,5503,52410.55,5932.23,2088,1268,2892442,6510
CO-87,1358,2294,19853.22,2010.73,743,598,1135844,6511
CP-87,1197,1922,18694.76,1474.65,588,588,1229347,6512
CQ-87,38613,61858,575722.9,50453.39,18448,19892,33636988,6513
CR-87,34738,57312,654064.25,61621.11,18264,16161,31490093,6514
CS-87,16404,26890,297255.91,22977.4,6756,9455,14453880,6515
CT-87,10155,16881,142778.22,13283.21,5009,5061,7663346,6516
CU-87,8335,13221,132034.36,12813.25,4241,4023,6102258,6517
CV-87,346,513,5250.64,513.74,184,157,246617,6518
CW-87,8883,14238,189160.56,19620.12,4597,4195,8598966,6519
CX-87,119454,196257,4947758.61,726994.65,101660,17401,236725191,6520
CY-87,13116,21849,517829.26,57671.67,8098,4795,20914584,6521
CZ-87,1448189,2566771,58102070.66,6798295.07,1015667,426530,2783769049,6522
DA-87,1496725,2545738,65879046.34,8742006.26,1171581,319467,3069190578,6523
DB-87,1961,2896,84372.79,11138.52,1519,433,4069425,6524
DC-87,32,56,1283.38,131.48,19,12,59873,6525
DD-87,39,61,887.61,84.21,19,17,41695,6526
DE-87,78,130,2332.47,242.49,35,41,88365,6527
DF-87,309,484,9411.65,859.14,96,204,335650,6528
DG-87,107,167,2736.34,237.15,41,63,117970,6529
DH-87,24,27,394.77,31.69,10,13,15363,6530
DI-87,7,7,151.3,14.2,4,3,6155,6531
DJ-87,5,9,56.35,1.35,1,4,2687,6532
DK-87,4,6,80.4,10.2,4,0,1653,6533
DL-87,4,5,89.96,27.26,3,1,2730,6534
DM-87,27,104,438.02,57.84,14,13,22169,6535
DN-87,10,13,210.51,5.51,3,6,10973,6536
DO-87,13,22,423.65,30.67,7,6,10684,6537
DP-87,5,7,91.69,13.19,4,1,3850,6538
DQ-87,8,10,233.01,6.61,2,6,9700,6539
DR-87,8,10,508.03,55.59,3,5,9868,6540
DS-87,9,22,205.6,6.9,4,5,5779,6541
DT-87,2,7,54.6,0,1,1,2407,6542
DU-87,10,14,455.5,51,7,3,12181,6543
DV-87,12,29,295.41,14.31,5,6,5810,6544
DW-87,24,43,647.94,67.25,8,14,101496,6545
DX-87,1,1,3.8,0,0,1,31,6546
DY-87,2,2,103.1,5,1,1,1232,6547
DZ-87,1,2,66.35,11.05,1,0,63,6548
EA-87,23,24,1612.91,290.14,15,4,18654,6549
EB-87,1,1,10.8,0,0,1,660,6550
EC-87,8,9,303.5,6.1,5,3,6548,6551
EE-87,8,8,396.77,44.81,4,3,7119,6553
EF-87,3,3,279.6,23.16,1,1,4062,6554
EH-87,17,19,1365.17,125.53,9,7,29669,6556
EI-87,1,1,83.3,8,1,0,22,6557
EJ-87,1,1,22.8,0,0,1,588,6558
EK-87,3,5,76.9,0,1,2,173,6559
EL-87,3,3,241.44,10,3,0,54,6560
EM-87,4,4,187.7,0,1,2,1343,6561
EN-87,2,2,211.45,31.85,2,0,96,6562
EY-87,2,3,229.79,28.15,1,1,1743,6573
EZ-87,1,1,144.36,24.06,1,0,2336,6574
FA-87,1,2,135.95,22.65,1,0,145,6575
FB-87,1,1,160.3,0,1,0,975,6576
FF-87,2,4,30.61,30,1,0,133,6579
FG-87,4,5,391.2,30,3,1,1277,6580
FI-87,24,37,624.23,75.37,17,7,31929,6582
FL-87,2,2,185.6,10,2,0,145,6585
FN-87,1,1,152.75,25.45,1,0,17,6587
FR-87,1,1,110.3,0,1,0,26,6591
FT-87,1,1,80.3,0,1,0,56,6593
FX-87,1,1,160.3,0,1,0,293,6596
FY-87,6,6,580.84,98,3,3,5461,6597
GA-87,1,2,240.8,0,0,1,8,6599
GD-87,1,1,7.88,1.58,1,0,330,6601
GH-87,1,1,186.35,31.05,1,0,32,6605
GT-87,4,4,554.44,65.2,3,1,103,6615
GU-87,1,1,246.39,41.05,1,0,168,6616
GV-87,1,1,212.8,100,1,0,3451,6617
HD-87,1,1,5.8,0,0,1,125,6621
HH-87,2,2,118.7,10.06,1,1,3947,6624
N-86,1,1,306.64,40,1,0,33,6640
X-86,1,1,110.05,0,1,0,52,6647
Z-86,1,1,26.76,4.46,1,0,1370,6649
AF-86,1,1,100.3,10,1,0,13,6655
AI-86,1,1,155.3,5,1,0,18,6658
AJ-86,1,1,146.3,20,1,0,25,6659
AK-86,1,1,116.3,116,1,0,202,6660
AM-86,3,3,299.98,35.58,2,1,907,6662
AN-86,2,2,152.1,0,1,1,255,6663
AO-86,3,3,146.4,5,1,0,130,6664
AP-86,5,6,216.71,29.67,3,1,1231,6665
AQ-86,1,1,63.36,10.56,1,0,4599,6666
AS-86,3,3,129.9,0,0,0,345,6668
AT-86,1,1,62.84,0,0,1,6002,6669
AX-86,3,3,331.4,0,1,1,132,6673
BC-86,1,1,150.3,0,1,0,21,6678
BG-86,1,1,114.47,26.42,1,0,1712,6682
BL-86,1,6,17.76,2.96,1,0,1164,6685
BN-86,3,4,107.1,15.16,2,1,3602,6687
BQ-86,2,2,56.65,0,0,2,3250,6689
BR-86,17,17,272.75,28.11,10,7,11236,6690
BS-86,8,9,117.56,13.66,6,2,6733,6691
BT-86,79,131,5343.44,599.98,52,20,87126,6692
BU-86,3,4,29.31,3.91,3,0,1404,6693
BV-86,41,56,3074.65,258.35,23,18,55337,6694
BW-86,120,180,6385.74,494.02,67,33,95798,6695
BX-86,53,83,3150.11,313.36,36,12,31937,6696
BY-86,125,199,5574.85,469.32,73,42,124719,6697
BZ-86,47,66,1602.52,84.86,28,15,23374,6698
CA-86,69,85,2913.49,321.88,45,18,22034,6699
CB-86,152,190,6144.1,798.69,112,29,57491,6700
CC-86,55,75,856.39,88.48,32,23,48335,6701
CD-86,51,86,936.61,99.4,32,19,52129,6702
CE-86,742,1319,14671.94,1503.33,444,289,665879,6703
CF-86,351574,579478,4763856.76,532921.84,238981,111580,293145617,6704
CG-86,1290516,2157886,16974402.31,1807488.17,811895,474492,1065416727,6705
CH-86,765452,1276563,10318982.13,1147475.5,497551,265600,643644514,6706
CI-86,1036,1740,15708.55,1746.94,661,368,911382,6707
CJ-86,208566,357068,2812609.49,275539.02,119128,88717,193675875,6708
CK-86,1768012,2925631,22036416.79,2297274.06,1080431,681883,1385065957,6709
CL-86,1823197,3016228,22676645.93,2461157.99,1175042,642589,1345118436,6710
CM-86,1042019,1722939,14590934.87,1598987.39,676629,362318,858258600,6711
CN-86,267575,447928,3707451.72,409560.69,176497,90394,210783764,6712
CO-86,271,422,4439.12,334.26,142,124,222324,6713
CP-86,334,556,5662.4,618.6,218,115,276596,6714
CQ-86,19052,30738,327442.97,32431.33,10697,8220,16910369,6715
CR-86,3856,6678,61686.65,6109.93,2059,1766,3716225,6716
CS-86,16954,28825,258177.68,23805.88,8051,8762,13739228,6717
CT-86,3671,6112,60907.99,5926.62,1825,1819,3199566,6718
CU-86,1520,2597,24450.55,1965.19,692,820,1496200,6719
CV-86,21,33,628.59,68.67,12,9,22675,6720
CW-86,60,85,1713.8,171.48,37,21,77387,6721
CX-86,80,140,1938.59,164.41,40,40,95697,6722
CY-86,408707,700722,17087981.27,2246422.32,319324,87939,753022583,6723
CZ-86,2313,3743,90126.66,10852.86,1634,660,4191833,6724
DA-86,3653,6361,159159.15,20831.55,2750,872,7187475,6725
DB-86,42,68,1724.76,226.24,33,8,157165,6726
DC-86,10,12,295.34,18.26,4,6,13429,6727
DD-86,53,66,1073.72,48.12,10,37,130065,6728
DE-86,11,17,236.59,21.17,4,6,9527,6729
DF-86,8,21,114.9,1.5,1,7,5834,6730
DG-86,71,136,4658.9,477.42,37,31,95035,6731
DH-86,66,104,3901.29,459.76,34,28,73031,6732
DI-86,12,17,392.18,54.42,7,5,20814,6733
DJ-86,12,24,233.51,20.37,6,6,10747,6734
DK-86,3,6,68.66,10.76,3,0,2195,6735
DL-86,10,15,260.55,17.97,4,6,10807,6736
DM-86,13,16,263.26,6.86,4,9,10405,6737
DN-86,2,3,45.15,5.05,2,0,1207,6738
DO-86,8,14,258.61,35.67,4,4,12615,6739
DP-86,11,11,392.01,81.63,8,3,13287,6740
DQ-86,5,5,92.53,3.58,3,2,1437,6741
DR-86,3,4,78.98,6,1,1,2706,6742
DT-86,5,7,190.09,17.51,2,3,4118,6743
DU-86,1,1,17.3,2,1,0,623,6744
DV-86,3,7,55.07,9.17,3,0,2125,6745
DW-86,14,15,559.66,62.42,10,2,9662,6746
DX-86,13,14,709.48,73.45,8,5,13239,6747
DY-86,5,7,356,30,4,1,777,6748
EB-86,1,1,16.56,2.76,1,0,537,6751
EC-86,12,17,684.12,118.02,9,3,4410,6752
EG-86,134,134,2175.57,250.13,80,53,118463,6754
EH-86,5,6,458.71,70.67,3,2,4286,6755
EI-86,1,1,38.8,0,1,0,1553,6756
EJ-86,2,2,16.26,1.16,1,0,311,6757
EL-86,1,1,32.8,0,0,1,934,6759
EM-86,1,1,14.8,2,1,0,730,6760
EO-86,1,1,135.43,27.05,1,0,3448,6762
EP-86,5,5,412.33,10.71,2,3,5914,6763
ER-86,1,1,5.76,0.96,1,0,160,6765
ET-86,1,2,9.3,0,0,1,607,6767
EZ-86,3,3,69.4,5,1,0,1746,6772
FA-86,6,7,619.41,50.11,5,1,1858,6773
FF-86,3,6,117.95,12.97,1,1,1508,6778
FG-86,2,4,146.1,30,1,1,2040,6779
FJ-86,3,3,125.92,0.01,1,2,954,6782
FK-86,1,1,3.3,0,0,1,5,6783
FO-86,1,1,106.3,0,0,1,60,6787
FQ-86,1,1,3.3,0,0,1,23,6789
FW-86,1,1,161.38,0,1,0,417,6793
FX-86,4,4,404.25,63.05,2,2,4347,6794
FZ-86,3,7,620.59,104.15,3,0,85,6796
GA-86,3,3,543.9,38,3,0,377,6797
GF-86,1,1,11.3,1,1,0,630,6800
GM-86,1,1,200.3,15,1,0,43,6804
HK-86,1,1,199.3,15,1,0,42,6814
B-85,1,1,167.75,27.95,1,0,44,6821
G-85,4,5,974.39,107.31,4,0,2298,6824
I-85,16,20,1166.04,266.7,8,7,773,6825
J-85,2,2,367.75,28.65,2,0,54,6826
W-85,2,2,192.55,31.45,1,0,44,6831
AD-85,1,1,9.96,1.66,1,0,377,6837
AM-85,2,2,32.6,0,0,2,2764,6844
AN-85,1,1,23.3,0,0,1,2071,6845
AO-85,1,2,80.3,0,0,1,27,6846
AP-85,1,1,149.75,29.95,1,0,171,6847
AR-85,3,13,85.9,0,1,2,1728,6849
AT-85,1,1,7.3,0,0,1,282,6851
AV-85,1,2,165,0,1,0,19,6853
AW-85,2,4,76.1,0,1,0,1087,6854
BD-85,2,4,247.35,122.25,2,0,575,6861
BF-85,1,1,24.96,4.16,1,0,1743,6863
BG-85,1,1,84.35,14.05,1,0,33,6864
BI-85,2,2,32.52,5.42,2,0,1634,6866
BJ-85,1,2,9.8,0,1,0,575,6867
BK-85,1,1,31.62,6.32,1,0,1979,6868
BP-85,1,1,14.8,0,0,1,918,6872
BQ-85,5,6,228.91,28.41,4,1,898,6873
BR-85,7,9,253.15,42.05,3,4,1533,6874
BS-85,5,14,125.71,13.71,2,1,2219,6875
BT-85,16,23,187.28,16.98,10,6,7726,6876
BU-85,39,71,2494.08,178.48,19,16,38343,6877
BV-85,45,73,2161.06,183.1,22,16,19852,6878
BW-85,37,43,2185.73,366.26,21,10,23408,6879
BX-85,9,16,203.01,41.81,9,0,6247,6880
BY-85,17,23,248.51,22.41,11,6,12509,6881
BZ-85,17,30,878.18,119.13,13,4,10207,6882
CA-85,29,39,1024.41,72.38,20,8,18193,6883
CB-85,55,87,1712.01,154.84,35,17,41631,6884
CC-85,131,174,4914.51,829.98,91,23,46390,6885
CD-85,103,134,2880.81,291.12,60,33,69733,6886
CE-85,100,170,1443.96,174.76,61,39,162389,6887
CF-85,3457,5917,56582.51,6151.31,2235,1208,3251538,6888
CG-85,1131324,1869275,14470828.5,1549345.21,709184,418591,838881152,6889
CH-85,1160729,1951678,15575421.4,1697640.45,744219,412654,944478521,6890
CI-85,311951,554526,4214010.61,388725.51,166258,144480,294465344,6891
CJ-85,4305,8150,60515.48,6670.84,2592,1703,3657357,6892
CK-85,1183745,2008041,15527375.15,1510770.45,678404,500984,1043304324,6893
CL-85,1416627,2351314,18736013.08,2054536.21,910150,502305,1156405343,6894
CM-85,783112,1305535,11369442.31,1258181.45,513871,266717,642019932,6895
CN-85,67852,113574,1153113.34,113842.5,40430,27050,57870812,6896
CO-85,59,76,896.13,97.89,39,20,47813,6897
CP-85,635,1124,32354.41,3538.79,409,210,1100800,6898
CQ-85,728,1150,39565.36,4485.95,476,231,929921,6899
CR-85,2296,3937,34299.25,3433.14,1298,987,2115504,6900
CS-85,2991,4892,49618.49,5165.34,1489,1476,2868359,6901
CT-85,102,184,2237.8,267.22,63,38,94966,6902
CU-85,223,401,4009.72,323.36,98,121,274099,6903
CV-85,11,18,270.13,18.75,8,3,15174,6904
CW-85,4,4,121.66,17.92,4,0,4823,6905
CX-85,12,20,260.51,22.33,8,4,12575,6906
CY-85,45,73,1111.93,102.03,25,20,62169,6907
CZ-85,25,46,742.42,79.14,12,13,44519,6908
DA-85,32,49,1272.02,148.28,21,11,53420,6909
DB-85,9,12,435.45,49.43,6,3,20481,6910
DC-85,7,7,335.49,63.15,7,0,11485,6911
DD-85,87,135,1727.46,89.04,28,51,86650,6912
DE-85,73,119,1790.55,127.42,27,45,76749,6913
DF-85,48,77,1496.36,135.71,21,23,88132,6914
DG-85,23,38,924.11,88.34,14,8,29378,6915
DH-85,192,291,8686.69,858.21,90,93,228460,6916
DI-85,21,31,408.99,39.57,4,15,15127,6917
DJ-85,15,18,238.99,18.45,4,11,10959,6918
DK-85,9,10,203.1,6.86,2,7,8137,6919
DL-85,24,32,652.42,119.56,10,13,23247,6920
DM-85,6,8,310.88,28.03,4,2,5543,6921
DN-85,4,5,111.72,18.48,4,0,5631,6922
DO-85,13,18,385.54,36.06,4,8,15738,6923
DP-85,30,36,1352.51,293.77,15,15,40131,6924
DQ-85,7,9,1238,114.28,7,0,11396,6925
DU-85,1,3,11.3,0,1,0,463,6927
DV-85,1,1,8.76,1.46,1,0,328,6928
DW-85,8,38,248.49,37.55,6,1,7692,6929
DX-85,3,3,129.95,19.05,2,0,100,6930
DY-85,2,6,252.35,25.17,2,0,31296,6931
DZ-85,17,55,543.41,35.82,8,8,11249,6932
EA-85,4,4,184.2,22,2,1,712,6933
EB-85,7,8,423.26,55.11,4,2,9519,6934
EC-85,4,7,99.15,3.45,1,3,4871,6935
EI-85,12,16,884.35,63.5,6,5,9897,6939
EJ-85,4,9,283.87,45.57,3,0,6784,6940
EK-85,1,1,40.8,0,1,0,935,6941
EL-85,10,11,542.4,34.39,5,4,7470,6942
EN-85,2,2,181.8,5,1,0,2356,6944
EO-85,3,4,136.62,10,1,1,3791,6945
EP-85,1,1,151.8,44,1,0,1583,6946
ER-85,1,2,217.61,36.27,1,0,1348,6948
ET-85,3,3,277.46,39.06,1,2,1953,6950
EX-85,2,2,156.89,0,0,2,10380,6953
EZ-85,6,8,577.9,40.06,4,2,3022,6955
FA-85,7,7,417.35,42.05,3,1,86776,6956
FB-85,6,7,293.8,15,1,3,1001,6957
FD-85,1,1,0.3,0,0,0,728,6959
FE-85,3,3,335.2,15,3,0,87,6960
FG-85,1,5,6.3,0,0,1,170,6962
FJ-85,1,1,71.3,1,1,0,34,6965
FK-85,1,1,0.3,0,0,0,116,6966
FL-85,2,2,283.05,45.45,2,0,176,6967
FN-85,1,1,0.3,0,0,0,54,6969
FP-85,1,1,192.35,32.05,1,0,30,6971
FT-85,21,33,2389.28,485.43,18,2,6385,6975
FW-85,2,2,0.6,0,0,0,396,6978
FX-85,41,48,6558.78,722.89,36,2,4109,6979
FY-85,1,1,221.3,0,1,0,123,6980
FZ-85,1,1,146.04,29.2,1,0,4337,6981
HE-85,2,2,23.6,0,0,1,15,6996
HG-85,9,20,129.38,12.64,5,4,6468,6998
IA-85,1,1,245.8,0,1,0,41,7006
IC-85,1,1,160.3,160,1,0,774,7008
D-84,1,1,212.8,200,1,0,38,7015
E-84,1,1,243.99,40.65,1,0,110,7016
I-84,1,1,263.05,5,1,0,4498,7019
K-84,2,2,61.8,0,0,2,2309,7021
P-84,2,2,378.01,59.62,1,1,5720,7022
Z-84,2,2,30.61,0,0,2,14984,7028
AD-84,1,1,100,37.45,1,0,9,7031
AG-84,1,1,176.81,0.1,1,0,60,7034
AJ-84,1,1,11.16,1.86,1,0,425,7036
AP-84,1,1,86.8,34,1,0,13,7041
AR-84,3,3,75.6,15.2,1,2,79,7043
AS-84,1,1,4.3,0,0,1,38,7044
AT-84,3,3,193.9,94,2,0,92,7045
AU-84,2,2,199.6,20,1,1,2239,7046
AV-84,1,1,12.3,0,0,1,535,7047
AW-84,1,1,167.3,5,1,0,48,7048
BC-84,2,4,205.66,21.06,2,0,62,7053
BG-84,2,3,173.8,26.7,1,0,58,7057
BH-84,1,2,6.96,1.16,1,0,227,7058
BO-84,3,3,18.9,0,0,2,7876,7063
BP-84,1,1,7.25,1.45,1,0,243,7064
BQ-84,10,16,495.8,48.05,6,1,1554,7065
BR-84,7,11,360.18,52.32,6,1,2157,7066
BS-84,2,2,246.6,5,1,1,83,7067
BT-84,5,16,457.5,57,4,1,673,7068
BU-84,5,10,125.25,0,2,2,659,7069
BV-84,53,77,3615.61,412.17,30,17,21101,7070
BW-84,94,131,6107.27,603.77,62,16,57727,7071
BX-84,8,8,72.32,4.42,3,5,3940,7072
BY-84,16,25,322.77,30.18,10,3,14777,7073
BZ-84,37,57,981.56,69.05,23,9,27114,7074
CA-84,33,43,1127.37,80.42,24,7,34973,7075
CB-84,36,49,1405.24,89.02,23,10,18184,7076
CC-84,129,161,5251.91,578.24,89,28,47259,7077
CD-84,100,147,4150.79,421.99,66,24,51879,7078
CE-84,48,78,771.18,76.66,29,18,43055,7079
CF-84,69,136,1032.08,104.8,42,27,59219,7080
CG-84,131240,220187,1887389.39,218144.95,88947,41912,112476780,7081
CH-84,1087375,1813451,14210109.77,1561681.41,702489,381689,843692120,7082
CI-84,767320,1274623,10148542.23,1139203.36,507416,257710,613079850,7083
CJ-84,242352,402376,3258239.25,366948.75,160935,80742,199609279,7084
CK-84,175021,301808,2508407.65,243738.46,101186,73262,173569780,7085
CL-84,540486,894287,7471653.78,820847.12,352845,185979,458978261,7086
CM-84,563332,930555,7969058.31,862770.39,367752,193683,457263946,7087
CN-84,111880,185885,1525112.08,116325.78,56905,54359,92425168,7088
CO-84,370,602,13656.15,1616.88,227,141,604035,7089
CP-84,832,1410,43704.45,5123.93,531,278,1078988,7090
CQ-84,142,276,3135.88,353.52,98,43,204611,7091
CR-84,27,40,361.23,34.55,19,8,19274,7092
CS-84,197,313,3357.88,377.92,108,86,145676,7093
CT-84,6,7,166.28,22.98,5,1,8596,7094
CU-84,5,7,135.31,12.23,3,2,6451,7095
CV-84,24,29,273.98,33.78,18,6,14586,7096
CW-84,5,7,83.64,1.56,2,3,3873,7097
CX-84,5,10,105.61,13.07,3,2,4796,7098
CY-84,11,14,262.76,44.34,9,2,12535,7099
CZ-84,1,1,54.84,8,1,0,2444,7100
DA-84,6,7,315.9,50.48,5,1,14581,7101
DB-84,2,3,52.11,7.47,1,1,1907,7102
DC-84,31,41,815.57,112.99,13,18,38932,7103
DD-84,18,29,256.07,10.17,5,12,13268,7104
DE-84,35,49,603,39.96,15,19,22893,7105
DF-84,41,60,1078.65,51.61,17,22,82960,7106
DG-84,19,39,698.94,106.36,12,5,33215,7107
DH-84,92,207,4512.28,446.28,50,29,100068,7108
DI-84,6,7,83.87,10.03,2,3,2740,7109
DJ-84,39,54,1109.23,98.25,17,20,34036,7110
DK-84,18,27,725.68,29.78,11,7,19841,7111
DL-84,19,34,380.29,35.08,9,9,14535,7112
DM-84,19,35,404.29,24.01,6,11,17635,7113
DN-84,13,27,575.69,64.63,5,8,13279,7114
DO-84,6,9,192.15,21.85,2,4,7282,7115
DP-84,44,72,1661.16,381.22,33,11,50219,7116
DQ-84,18,103,349.9,43.42,11,7,16058,7117
DV-84,1,1,20.3,0,1,0,166,7120
DW-84,5,9,405.57,81.07,2,2,2033,7121
DX-84,32,42,2091.95,325.26,19,9,14110,7122
DY-84,13,15,417.56,20.46,5,7,86890,7123
DZ-84,2,2,87.14,8,1,0,53,7124
EA-84,4,5,416.06,109.07,4,0,1728,7125
EB-84,13,12,768.35,162.41,8,2,1902,7126
EF-84,2,3,169.21,20.07,1,1,4357,7130
EK-84,6,7,192.38,30,3,1,5602,7135
EL-84,2,2,74.1,0,0,2,318,7136
EM-84,5,5,407.52,44.91,4,1,2102,7137
EN-84,1,1,117.3,10,1,0,235,7138
EO-84,2,2,160.64,25,1,1,1012,7139
EQ-84,1,1,0.3,0,0,1,1116,7141
ET-84,1,1,112.85,18.8,1,0,25,7144
EU-84,1,1,250.8,0,1,0,1968,7145
EV-84,1,3,0.3,0,0,1,37,7146
FA-84,3,7,328.27,54.33,3,0,1726,7148
FB-84,1,1,120.3,10,1,0,31,7149
FC-84,6,10,268.05,50,2,2,1767,7150
FE-84,8,11,860.36,125.21,6,1,1714,7152
FF-84,1,1,38.3,0,0,1,818,7153
FG-84,1,1,90.3,0,0,1,44,7154
FH-84,2,2,7.1,0,0,1,33,7155
FM-84,1,1,163.3,5,1,0,32,7160
FO-84,2,2,201.05,23.45,1,1,166,7162
FR-84,1,1,0.3,0,0,0,335,7165
FT-84,6,6,688.36,47.56,5,1,2726,7167
FW-84,2,2,4.1,0,0,2,374,7170
FY-84,4,8,747.31,91.11,4,0,3545,7172
FZ-84,3,4,190.91,5,2,1,1008,7173
GM-84,2,2,189.1,10,1,0,32,7184
GU-84,1,1,170.3,0,1,0,32,7186
GW-84,1,1,208.3,20,1,0,2415,7187
HF-84,1,1,258.29,0,1,0,581,7191
HW-84,2,2,432.71,72.11,2,0,140,7196
HX-84,1,1,3.3,0,0,0,24,7197
IA-84,1,2,242.3,20,1,0,33,7200
C-83,3,3,484.01,60.57,2,0,431,7203
H-83,1,1,170.05,0,1,0,344,7206
I-83,3,4,236.92,0,1,2,1312,7207
T-83,1,1,10.37,2.07,1,0,588,7215
AC-83,2,2,80.6,0,1,1,128,7222
AG-83,1,1,136.2,31.4,1,0,47,7226
AH-83,1,1,130.3,0,1,0,112,7227
AM-83,1,1,192.35,32.05,1,0,44,7231
AN-83,5,5,509.35,96.15,4,0,128,7232
AR-83,1,2,100.3,0,1,0,22,7236
AS-83,1,1,64.74,0,1,0,89,7237
AU-83,1,2,192.35,32.05,1,0,53,7239
AV-83,7,7,629.6,19.75,4,3,435,7240
AW-83,6,7,507.76,21.05,3,1,425,7241
AX-83,2,2,100.6,10,1,1,143,7242
AY-83,1,2,242.8,30,1,0,40,7243
BE-83,2,2,128.1,0,1,1,50,7248
BG-83,1,1,11.84,1.54,1,0,816,7250
BH-83,2,4,0,0,0,1,1118,7251
BJ-83,2,4,15.66,2.06,2,0,473,7252
BO-83,2,2,39.66,4.56,1,1,1879,7253
BQ-83,4,6,135.79,21.99,3,1,1170,7254
BR-83,14,20,749.36,56.66,9,2,1253,7255
BS-83,1,5,9.8,0,0,1,566,7256
BT-83,10,10,640.64,27.35,8,1,2429,7257
BU-83,14,19,799.67,38.21,10,2,7522,7258
BV-83,12,13,561.76,30.91,6,2,782,7259
BW-83,80,111,4676.27,505.19,51,21,10227,7260
BX-83,3,4,28.06,2.16,1,2,1584,7261
BY-83,7,9,275.67,32.32,5,1,4558,7262
BZ-83,9,18,150.8,19.6,6,3,7000,7263
CA-83,19,34,658.6,52.32,11,6,9777,7264
CB-83,33,55,800.63,52.98,23,3,13090,7265
CC-83,35,44,1159.46,234.97,21,14,18628,7266
CD-83,70,105,3370.49,268.06,41,20,30545,7267
CE-83,39,76,871.66,88.96,25,14,22253,7268
CF-83,49,76,594.31,61.57,31,18,32090,7269
CG-83,3276,5687,51942.13,5768.67,2115,1144,2769200,7270
CH-83,170360,281322,2392019.06,271823.89,113294,56600,146727544,7271
CI-83,697230,1163282,9079627,977869.65,447158,247781,539966530,7272
CJ-83,625818,1037159,7881168.88,853870.29,407897,216017,460811745,7273
CK-83,2602,4947,45891.14,5066.3,1626,960,2105298,7274
CL-83,87837,146634,1266734.37,132536.03,56617,30932,81970072,7275
CM-83,135392,225832,1780698.38,140515.68,66353,68238,107630104,7276
CN-83,149609,247401,2007446.36,144539.54,67511,81106,119961696,7277
CO-83,12192,20347,184166.67,12285.39,4836,7230,9474089,7278
CP-83,2086,3504,42565.27,4435,1222,845,1895428,7279
CQ-83,1694,2991,71414.1,8334.12,1139,529,2334072,7280
CR-83,335,613,6840.56,691.8,204,127,431104,7281
CS-83,5,8,121.75,15.17,3,2,4902,7282
CT-83,17,24,295.67,28.41,9,8,13862,7283
CU-83,4,6,39.68,6.48,4,0,1766,7284
CV-83,2,8,35.64,0,0,2,978,7285
CW-83,4,6,124.01,13.73,2,2,88332,7286
CX-83,6,7,160.42,20.58,4,2,9163,7287
CY-83,10,13,221.74,32.12,8,2,9985,7288
CZ-83,9,12,141.32,12.08,5,4,7285,7289
DA-83,4,9,147.77,25.49,4,0,7520,7290
DB-83,2,2,90.16,15.02,2,0,4784,7291
DC-83,9,10,233.52,20.74,6,3,8837,7292
