grid_id,total_trips,sum_of_passengers,sum_of_costs,sum_of_tips,count_of_payment_by_card,count_of_payment_by_cash,sum_of_duration_in_seconds,grid_index
DW-31,1,1,154.34,10,1,0,2886,13496
DX-31,1,1,144.96,24.16,1,0,2579,13497
DZ-31,5,6,893.09,207.97,5,0,16110,13498
EG-31,1,1,145.55,24.25,1,0,2088,13499
EJ-31,2,5,310.84,25,1,1,91805,13501
EL-31,1,1,168.05,20,1,0,33,13502
EM-31,1,1,139.22,36.09,1,0,3358,13503
EN-31,1,1,133.55,22.25,1,0,3904,13504
EQ-31,1,1,202.84,0,0,1,3581,13505
EV-31,3,3,520.67,63.15,3,0,9309,13506
EW-31,3,3,509.73,20,2,1,10158,13507
EZ-31,2,2,285.1,35,1,0,119,13508
FA-31,1,1,75.8,0,1,0,2923,13509
FC-31,18,22,3741.49,365.26,15,2,51577,13510
FD-31,28,30,5261.35,393.63,23,4,90616,13511
FE-31,46,56,7914.22,1022.09,41,2,135261,13512
FF-31,4,6,587.74,25,2,1,11895,13513
FH-31,1,1,189.84,0,0,1,39,13514
FI-31,6,9,1053.11,185.27,5,1,21385,13515
FJ-31,3,6,593.98,99,3,0,12494,13516
FL-31,1,1,195.3,0,1,0,2892,13517
FM-31,2,2,504.34,77.71,2,0,5523,13518
FO-31,3,3,546.38,68.57,3,0,12672,13519
FS-31,2,2,457.18,25,2,0,8380,13520
FT-31,2,2,13.15,0,0,0,7936,13521
FU-31,4,4,15.2,0,0,4,29,13522
FV-31,3,3,454.49,33.05,1,1,3152,13523
AW-30,1,1,116.3,5,1,0,2734,13525
BB-30,1,1,180.8,3,1,0,5805,13527
BE-30,1,1,140.8,0,0,1,2491,13528
BF-30,2,2,358,31.65,1,1,3421,13529
BG-30,1,2,105.3,0,0,1,2986,13530
BH-30,15,18,2694.84,184.19,13,2,54052,13531
BI-30,1,1,176.3,20,1,0,3548,13532
BJ-30,1,1,140,2.41,1,0,3406,13533
BK-30,1,4,140.05,130,1,0,86,13534
BL-30,1,1,239.84,25,1,0,5539,13535
BN-30,1,1,131.3,20,1,0,2144,13536
BR-30,1,1,499.05,112,1,0,3977,13537
BS-30,1,2,109.8,0,1,0,3124,13538
BX-30,1,1,185.8,0,1,0,6687,13540
BY-30,1,2,107.3,0,1,0,4223,13541
BZ-30,2,2,353.6,20,2,0,4064,13542
CA-30,7,7,1385.87,190.19,6,0,24974,13543
CB-30,2,2,255.1,51,2,0,4886,13544
CC-30,1,1,217.01,36.17,1,0,3915,13545
CF-30,1,2,95.3,0,0,1,3736,13547
CG-30,2,2,289.89,23.25,1,1,7214,13548
CN-30,1,1,125.8,5,1,0,2483,13552
CO-30,1,1,78.8,0,0,1,2203,13553
CR-30,3,4,425.02,108.04,3,0,9006,13555
CS-30,1,6,6.8,0,0,1,331,13556
DA-30,5,6,517.54,80,3,2,16714,13557
DB-30,22,29,2906.32,248.2,17,4,59188,13558
DC-30,20,36,2410.42,225.5,15,5,55181,13559
DD-30,42,69,6160.44,683.68,39,2,117148,13560
DE-30,85,125,12111.37,1228.95,67,16,247922,13561
DF-30,11,13,1614.65,236.11,8,2,28209,13562
DG-30,2,2,198.68,0,0,2,5044,13563
DI-30,1,2,133.59,22.25,1,0,3086,13564
DJ-30,6,7,674.12,52.08,4,2,22444,13565
DK-30,5,6,550.14,65.98,3,2,12202,13566
DL-30,3,3,425.66,14.68,1,2,45907,13567
DM-30,1,1,159.96,26.66,1,0,4479,13568
DN-30,3,3,360.98,0,1,2,10087,13569
DP-30,6,8,667.3,49.84,3,2,18076,13570
DQ-30,7,11,605.83,39.61,3,2,16105,13571
DR-30,2,2,289.43,10,1,0,7142,13572
DU-30,8,12,1289.62,243.52,8,0,21994,13573
DW-30,5,5,736.18,78.81,4,1,16023,13575
DX-30,4,4,736.32,120,3,1,15132,13576
DY-30,3,7,269.55,49.27,2,1,11021,13577
EA-30,44,73,6662.93,760.98,38,6,134863,13578
EB-30,5,10,918.68,130.56,5,0,18080,13579
EG-30,1,1,175.84,20,1,0,4493,13581
EJ-30,1,1,168.96,28.16,1,0,2773,13582
EK-30,1,1,133.3,20,1,0,4979,13583
EN-30,5,5,518.66,40,2,2,9583,13585
EO-30,3,3,333.98,0,1,2,9526,13586
EP-30,3,8,314.44,0,1,2,9665,13587
EQ-30,3,4,546.52,10,1,1,8853,13588
ER-30,4,4,744.78,0,3,0,6466,13589
EV-30,2,3,263.39,0,1,1,3855,13590
EW-30,1,1,158.84,20,1,0,3778,13591
EY-30,1,1,237.31,54.76,1,0,2646,13593
EZ-30,1,1,251.15,41.85,1,0,3106,13594
FA-30,4,6,564.45,75.63,3,0,11653,13595
FB-30,1,1,130.3,0,1,0,2629,13596
FC-30,9,9,1824.93,205.49,9,0,26522,13597
FD-30,8,10,1516.23,143.97,4,4,28779,13598
FE-30,17,24,3439.32,612.98,16,1,58821,13599
FF-30,3,5,410.49,19.05,3,0,8864,13600
FG-30,2,2,128.43,0,1,1,5007,13601
FH-30,1,1,273.34,25,1,0,3516,13602
FJ-30,3,4,509.77,43,2,1,8665,13604
FK-30,1,1,187.84,0,0,1,3635,13605
FL-30,7,7,886.03,126.51,4,1,72186,13606
FM-30,1,1,285.35,57.05,1,0,3338,13607
FN-30,3,5,924.57,172.59,3,0,9298,13608
FO-30,1,2,253.49,0,1,0,3235,13609
FP-30,1,1,293.84,0,0,1,3682,13610
FT-30,2,2,515.72,77.58,2,0,6600,13611
FU-30,3,3,467.66,61.22,2,1,10626,13612
FV-30,3,4,670.22,34.45,3,0,11884,13613
F-29,1,6,37.88,7.58,1,0,1674,13614
AJ-29,1,1,235.59,20,1,0,3571,13615
AW-29,1,1,120.3,0,1,0,30,13616
AX-29,1,2,306.64,70.75,1,0,3110,13617
AY-29,1,1,322.92,64.58,1,0,2995,13618
BA-29,4,5,762.28,143.54,3,1,11109,13619
BB-29,2,2,299.49,54.1,2,0,8343,13620
BC-29,2,3,377.89,0,1,1,8533,13621
BD-29,1,1,143.8,10,1,0,3594,13622
BF-29,5,8,760.6,61.35,3,2,9887,13623
BG-29,3,3,393.34,46.15,2,1,6130,13624
BH-29,3,5,335.19,25,2,0,5416,13625
BJ-29,3,4,542.75,86.81,3,0,7049,13626
BK-29,1,1,135.8,0,0,1,591,13627
BL-29,1,2,112.05,0,0,1,3290,13628
BN-29,1,1,120.8,10,1,0,2736,13629
BO-29,2,2,273.85,43.75,2,0,5795,13630
BP-29,1,1,175.8,0,0,1,1650,13631
BQ-29,1,1,136.05,0,0,1,2862,13632
BR-29,1,1,193.7,25,1,0,2816,13633
BU-29,1,1,249.41,41.57,1,0,4922,13635
BX-29,1,1,220.55,0,0,1,8381,13636
BY-29,1,1,0.3,0,0,1,4686,13637
CA-29,1,1,163.3,0,1,0,2638,13638
CD-29,1,4,127.8,0,0,1,2525,13639
CF-29,2,2,174.16,15.56,1,1,5533,13640
CG-29,1,1,101.05,15,1,0,2164,13641
CH-29,2,3,353.7,31.77,1,1,7496,13642
CL-29,3,8,393.44,2,2,1,9472,13643
CO-29,3,3,355.69,70,3,0,4538,13644
CQ-29,3,7,388.93,26.95,2,0,6684,13645
CR-29,1,3,182.59,15,1,0,5904,13646
CT-29,2,7,24.96,3.36,1,1,1191,13647
CU-29,1,2,102.8,0,1,0,3702,13648
CV-29,1,1,139.3,0,0,1,7199,13649
CW-29,1,3,138.8,0,0,1,7372,13650
DA-29,5,7,691.33,11,2,3,19898,13652
DB-29,22,31,2631.41,329.62,16,3,54991,13653
DC-29,7,11,1003.55,158.71,5,1,107265,13654
DD-29,2,3,246.34,30.16,2,0,5308,13655
DE-29,67,82,9845.8,1229.12,57,7,198122,13656
DF-29,1,6,4.3,0,0,1,19,13657
DH-29,3,18,22.36,0.96,1,2,989,13658
DJ-29,2,2,279.69,35.05,2,0,3183,13659
DK-29,2,3,258.68,5,2,0,5890,13660
DL-29,5,6,515.99,40.91,3,1,13472,13661
DN-29,2,3,282.64,47.1,2,0,5874,13662
DO-29,1,1,176.84,30,1,0,2913,13663
DP-29,4,10,622.41,57.63,3,1,14083,13664
DQ-29,1,1,125.38,25.08,1,0,2801,13665
DT-29,5,9,415.25,68.17,3,0,12611,13666
DU-29,7,8,958.48,113.76,5,2,20239,13667
DV-29,2,2,313.59,40.45,2,0,7556,13668
DW-29,4,5,548.31,71.03,3,1,12992,13669
EB-29,193,267,28520.01,3563.19,159,30,534059,13670
EC-29,78,120,11955.38,1445.09,63,13,295996,13671
ED-29,1,1,199.14,39.8,1,0,3634,13672
EG-29,1,1,169.35,39.05,1,0,2435,13673
EH-29,1,3,133.74,0,0,1,2675,13674
EJ-29,1,1,137.84,15,1,0,3251,13675
EK-29,2,2,263.6,60,1,0,160,13676
EM-29,2,2,369.02,77.84,2,0,7218,13677
EN-29,1,3,225.39,37.55,1,0,3531,13678
EP-29,2,2,341.4,68.26,2,0,7023,13679
EQ-29,1,3,236.59,40,1,0,2898,13680
ER-29,3,5,407.53,0.05,2,1,8268,13681
ET-29,1,2,268.88,25,1,0,4219,13682
EZ-29,1,1,7.59,0,0,0,3942,13685
FA-29,1,1,217.3,0,1,0,2099,13686
FB-29,4,6,631.58,79.8,4,0,13813,13687
FC-29,51,74,9879.61,978.67,38,9,240281,13688
FD-29,3,5,604.15,92.17,2,0,8635,13689
FE-29,4,5,722.57,30,3,1,9422,13690
FF-29,1,4,185.84,0,0,1,3106,13691
FG-29,4,6,755.89,108.56,3,1,15198,13692
FH-29,3,3,554.49,87.8,3,0,10537,13693
FI-29,4,4,832.59,71.77,4,0,10992,13694
FJ-29,1,1,0.3,0,0,1,3540,13695
FK-29,7,7,883.44,124.39,7,0,21173,13696
FL-29,5,6,781.72,64.22,4,1,17851,13697
FM-29,4,4,402.92,25.68,2,1,97230,13698
FN-29,2,2,496.64,50,1,1,7252,13699
FP-29,1,1,241,40.16,1,0,4720,13700
FS-29,1,1,148.55,24.75,1,0,2702,13702
FT-29,2,2,511.46,60.86,2,0,5960,13703
FU-29,1,1,28.8,0,0,1,1857,13704
FV-29,2,2,412.48,40.34,2,0,7141,13705
AL-28,1,2,126.3,0,0,1,4387,13707
AM-28,1,2,218.34,0,1,0,3148,13708
BA-28,2,2,475.06,79.17,2,0,5409,13710
BC-28,4,9,583.91,67.96,4,0,12615,13711
BF-28,9,9,1575.05,203.23,8,1,27125,13712
BG-28,5,5,806.46,133.92,3,1,13392,13713
BI-28,3,3,280.9,0,2,0,80,13714
BL-28,1,1,102.3,0,1,0,2752,13715
BM-28,1,1,130.8,0,0,1,2719,13716
BN-28,2,4,341.89,0,1,0,5587,13717
BR-28,1,1,190.3,0,1,0,4294,13718
BT-28,1,2,262.34,0,0,1,3865,13719
BV-28,1,1,112.05,0,1,0,3730,13720
CA-28,1,1,225.11,37.52,1,0,3620,13721
CC-28,1,3,230.15,38.35,1,0,5222,13723
CD-28,5,5,614.8,37.26,3,1,14643,13724
CG-28,1,1,170.59,0,0,1,3891,13726
CH-28,2,4,341.93,29.79,1,1,6310,13727
CI-28,1,1,103.26,17.21,1,0,2533,13728
CL-28,1,2,142.05,5,1,0,4879,13729
CQ-28,1,6,207.41,34.57,1,0,4660,13730
CR-28,7,7,1030.8,188,4,3,9479,13731
DA-28,14,21,1357.15,131.3,9,2,32305,13732
DB-28,48,70,5570.2,796.95,35,5,183431,13733
DC-28,19,32,2614.01,284.91,16,3,56331,13734
DD-28,60,95,7741.43,702.44,29,30,179185,13735
DH-28,21,40,2919.61,462.17,20,1,51831,13737
DI-28,19,25,2955.08,213.8,12,7,63466,13738
DJ-28,1,1,144.41,24.07,1,0,2119,13739
DK-28,1,1,101.19,23.35,1,0,2468,13740
DL-28,5,6,296.54,17,2,2,10450,13741
DM-28,2,2,199.18,0,2,0,8093,13742
DP-28,1,1,119.3,50,1,0,2901,13743
DQ-28,19,25,3242.56,376.19,15,3,47625,13744
DS-28,1,1,164.34,0,0,0,4024,13745
EA-28,2,3,316.92,45.32,1,1,5223,13747
EB-28,2,8,226.68,0,0,2,6281,13748
EC-28,1,1,150.35,25.05,1,0,2908,13749
EG-28,1,2,195.84,25.54,1,0,86138,13750
EM-28,2,2,420.68,50,2,0,9400,13752
EO-28,2,3,364.89,20,1,0,3766,13753
EP-28,1,1,214.84,20,1,0,2497,13754
EQ-28,6,6,676.35,50.01,3,1,2709,13755
ES-28,1,1,147.84,0,0,1,5722,13756
EX-28,1,1,239.84,25,1,0,3302,13757
FB-28,4,5,576.56,69.32,4,0,6459,13759
FC-28,1,1,141.59,0,1,0,2404,13760
FE-28,4,4,590.99,30,3,1,13175,13762
FF-28,4,4,440.7,0,3,1,13869,13763
FH-28,3,4,557.27,101.04,3,0,11361,13765
FM-28,2,2,390.18,0,0,2,5507,13768
FN-28,1,1,337.29,67.45,1,0,3098,13769
FO-28,4,5,617.46,32.72,3,0,15173,13770
FP-28,15,19,2434,251.63,13,2,50976,13771
FR-28,3,5,153.9,0,1,2,3869,13773
FS-28,2,5,102.89,0,0,2,8539,13774
FU-28,2,2,377.31,71.17,2,0,6687,13776
FV-28,2,2,606.25,51.65,2,0,8642,13777
FW-28,1,1,60.3,0,0,1,3616,13778
S-27,2,2,401.6,180,1,1,6064,13779
AL-27,1,1,198.09,84,1,0,4161,13780
AM-27,1,1,149.26,24.88,1,0,9297,13781
BA-27,1,1,115.8,0,0,1,6869,13782
BC-27,2,4,500.39,45,2,0,9666,13783
BD-27,9,10,1814.86,118.26,8,1,26520,13784
BE-27,3,3,283.9,15,2,0,3893,13785
BG-27,2,2,467.89,27,2,0,6989,13787
BJ-27,2,2,246.39,0,0,0,4299,13788
BM-27,3,6,499.24,102.05,3,0,10527,13789
BO-27,1,1,154.1,30.8,1,0,3299,13790
BQ-27,1,2,174.06,29.01,1,0,3551,13791
BS-27,1,1,75.3,0,0,0,2325,13792
BU-27,3,7,390.11,88.67,2,1,9869,13794
BW-27,2,2,258.1,0,0,2,4140,13796
CA-27,1,1,172.84,0,0,1,2986,13798
CC-27,1,2,80.3,5,1,0,3,13799
CD-27,2,3,245.64,24,2,0,2763,13800
CF-27,3,3,271.42,0.02,1,1,2042,13801
CG-27,1,1,0.3,0,0,1,101,13802
CI-27,1,1,114.99,19.15,1,0,2597,13803
CM-27,1,2,100.05,7,1,0,2712,13804
CQ-27,4,4,708.69,89.91,3,1,13068,13805
CR-27,5,7,876.58,102.5,5,0,17326,13806
CZ-27,1,1,147.99,34.15,1,0,4131,13807
DA-27,62,104,8041.92,1038.91,50,12,163328,13808
DB-27,17,21,2352.78,182.16,10,5,50923,13809
DC-27,37,62,4645.26,336.33,20,13,112452,13810
DG-27,2,2,282.91,33.77,2,0,1875,13811
DH-27,8,10,1181.26,145.49,7,1,25259,13812
DI-27,3,8,456.48,20,2,1,9608,13813
DL-27,1,3,58.34,0,0,1,6389,13814
DM-27,1,1,143.84,5,1,0,2066,13815
DP-27,4,4,551.5,73.72,3,1,13192,13817
DQ-27,1,1,55.3,0,1,0,86,13818
DU-27,3,4,627.07,25.55,3,0,9529,13819
DZ-27,9,11,1524.47,168.78,9,0,25118,13821
EA-27,21,29,3109.87,409.09,21,0,57836,13822
EG-27,1,1,106.34,15,1,0,2855,13823
EI-27,3,8,442.69,65.17,2,1,12221,13824
EJ-27,1,2,204.35,34.05,1,0,3337,13825
EL-27,3,4,583.68,77.23,3,0,9125,13826
EM-27,2,4,78.64,0,1,1,3298,13827
EN-27,1,1,174.84,0,1,0,3504,13828
ER-27,1,1,199.61,33.27,1,0,3595,13829
FB-27,8,8,1033.13,147.11,7,1,17971,13832
FC-27,8,8,1251.41,85.52,8,0,17764,13833
FE-27,1,2,0.3,0,0,1,4165,13834
FG-27,2,2,437.44,78.3,2,0,2899,13835
FH-27,1,1,239.59,15,1,0,3626,13836
FI-27,3,3,661.05,57.82,3,0,11102,13837
FK-27,1,1,241.04,48.2,1,0,2685,13838
FL-27,2,2,376.19,35.05,1,1,6024,13839
FM-27,1,1,200.81,33.47,1,0,2852,13840
FO-27,10,13,1920.1,361.02,9,1,30696,13841
FQ-27,2,3,322.89,20,2,0,5100,13842
FR-27,1,1,151.84,0,1,0,3003,13843
FT-27,2,4,324.68,0,1,1,10148,13844
FV-27,4,6,475.03,43.75,3,1,10890,13845
AE-26,1,1,65.21,10.87,1,0,3705,13846
BA-26,1,1,160.3,0,1,0,84835,13847
BB-26,4,6,474.43,78.19,2,1,8416,13848
BC-26,2,3,396.21,8,2,0,7287,13849
BD-26,32,40,7885.42,1257.59,29,2,126903,13850
BF-26,1,1,281.84,15,1,0,2264,13851
BH-26,1,2,225.99,37.65,1,0,3958,13852
BJ-26,1,1,96.35,16.05,1,0,2626,13853
BM-26,1,1,203.59,10,1,0,3606,13854
BT-26,1,2,112.8,0,0,1,3692,13855
BW-26,1,0,10.05,0,0,1,5852,13856
BY-26,1,1,6.96,1.16,1,0,198,13858
CB-26,2,2,290.31,34.21,1,1,5752,13859
CC-26,2,2,231.19,15.59,1,1,3764,13860
CD-26,1,1,207.06,34.51,1,0,2847,13861
CE-26,1,1,155.59,0,0,1,3535,13862
CF-26,1,1,241.56,40.26,1,0,2321,13863
CH-26,1,1,170.3,0,1,0,2278,13864
CI-26,1,2,128.55,50,1,0,2076,13865
CP-26,2,2,190.8,18.7,2,0,6370,13866
CQ-26,3,6,394.9,5,1,2,9288,13867
CR-26,10,13,1365.16,159.32,6,4,30646,13868
DA-26,15,17,1835.28,133,8,5,44082,13869
DB-26,21,27,2731.52,239.16,11,8,66784,13870
DC-26,3,7,381.49,23.47,1,2,10083,13871
DD-26,2,2,241.19,20.05,1,1,7497,13872
DG-26,3,8,409.54,42.27,2,1,7691,13873
DI-26,3,4,334.44,0,1,2,6898,13874
DJ-26,15,23,2247.27,237.92,11,4,43453,13875
DK-26,15,18,1913.52,102.7,10,4,43694,13876
DL-26,6,9,699.79,113.87,5,1,19240,13877
DO-26,9,14,1281.49,78.05,7,2,27194,13879
DP-26,2,3,339.79,32.57,1,1,8613,13880
DZ-26,2,12,348.64,4,1,1,8669,13881
EB-26,1,1,167.84,15,1,0,2788,13883
EI-26,1,1,115.3,0,1,0,2571,13884
EK-26,2,3,289.91,31.52,2,0,89501,13885
EL-26,2,2,415.4,43.26,2,0,5658,13886
EM-26,1,3,167.59,0,0,1,2275,13887
EQ-26,2,5,331.18,25,2,0,5887,13889
EU-26,1,2,171.84,80,1,0,3066,13890
EX-26,1,1,196.24,32.7,1,0,3533,13891
EY-26,1,2,250.01,41.67,1,0,3260,13892
FA-26,1,1,85.3,5,1,0,39,13893
FC-26,3,3,195.95,32.05,1,2,1147,13894
FD-26,1,1,100.3,0,0,1,3028,13895
FG-26,1,2,200.35,40.05,1,0,2955,13896
FH-26,3,5,555.12,66.72,3,0,7931,13897
FI-26,1,1,155.84,0,1,0,85893,13898
FM-26,1,2,209.44,41.85,1,0,3572,13900
FO-26,2,2,496.45,62.27,2,0,6335,13901
FP-26,2,2,351.1,0,2,0,6344,13902
FQ-26,1,1,133.34,10,1,0,4428,13903
FS-26,3,3,474.9,20,3,0,13304,13905
FT-26,1,1,258.96,43.16,1,0,3525,13906
AK-25,2,2,320.35,40,2,0,5733,13907
AO-25,2,2,283.6,20,2,0,6924,13908
AY-25,2,2,264.95,31.6,2,0,6630,13909
BD-25,9,10,1854.51,103.25,7,2,29563,13910
BF-25,1,1,190.59,15,1,0,5243,13911
BI-25,1,1,164.88,0,0,1,3631,13912
BK-25,2,3,250.6,0,2,0,5505,13913
BN-25,1,1,138.59,0,0,1,5377,13915
BP-25,2,5,367.14,0,1,1,8189,13916
BT-25,1,3,143.8,0,0,1,2352,13917
BV-25,2,2,388.68,0,1,1,5696,13918
BW-25,1,2,182.34,0,0,1,4690,13919
BZ-25,3,4,406.15,15,2,1,4505,13921
CB-25,7,8,1016.4,81.05,5,1,16556,13922
CC-25,1,1,226.59,32,1,0,2243,13923
CD-25,4,4,558.82,75.08,3,1,12663,13924
CE-25,21,36,3543.09,375.93,15,6,71065,13925
CF-25,1,1,205.84,0,0,1,7738,13926
CM-25,2,2,352.41,28.56,2,0,4040,13929
CN-25,3,3,395.6,100.2,3,0,8423,13930
CO-25,1,1,100.34,0,1,0,2943,13931
CP-25,15,23,2468.96,184,7,5,54517,13932
CQ-25,7,12,965.94,133.51,5,2,16703,13933
CR-25,14,17,1828.03,130.01,8,4,35800,13934
CU-25,1,1,6.36,1.06,1,0,211,13935
CZ-25,2,2,301.69,28.55,2,0,6965,13936
DA-25,2,3,150.65,30.05,1,1,5524,13937
DB-25,16,18,2308.78,319.04,11,4,44025,13938
DC-25,13,18,1678.39,263.09,12,1,42697,13939
DD-25,3,3,404.71,44.81,2,1,8560,13940
DE-25,4,5,617.06,47.7,3,1,13812,13941
DI-25,3,4,414.83,89.27,2,1,8878,13942
DJ-25,8,9,1169.06,85.34,7,1,22997,13943
DK-25,19,27,2248.34,256.28,15,3,47693,13944
DL-25,3,5,329.05,29.15,2,1,6606,13945
DY-25,1,5,3.8,0,0,1,23,13947
EA-25,1,1,170.3,0,0,0,3120,13948
EC-25,1,1,80.3,0,1,0,2854,13949
EE-25,3,3,428.94,5,2,1,9548,13950
EG-25,1,1,165.3,0,0,1,5683,13951
EH-25,1,1,104.8,0,0,1,63268,13952
EL-25,2,2,234.85,38.17,1,1,6280,13954
EN-25,1,1,122.3,0,0,1,5050,13955
EO-25,2,2,346.14,205,2,0,3183,13956
ET-25,1,1,187.84,20,1,0,3774,13957
EZ-25,1,1,80.3,0,1,0,58,13958
FA-25,2,2,160.6,0,2,0,99,13959
FC-25,2,2,263.1,12,2,0,7511,13960
FG-25,3,6,366.19,54.92,2,1,7685,13961
FH-25,4,4,410.43,0,1,1,6667,13962
FI-25,2,3,447.06,49.17,2,0,7401,13963
FK-25,1,1,300.36,50.06,1,0,3718,13964
FM-25,1,1,127.56,21.26,1,0,3762,13965
FS-25,11,20,2298.11,218.16,9,1,35104,13966
FT-25,1,2,240.35,40.05,1,0,42,13967
FV-25,1,1,200.3,0,1,0,3697,13969
FX-25,1,1,263.34,10,1,0,3869,13971
FY-25,1,1,274.01,45.67,1,0,198,13972
FZ-25,1,1,130.8,0,1,0,3719,13973
GB-25,1,1,248.84,25,1,0,4351,13974
G-24,1,1,13.53,1.23,1,0,796,13975
Q-24,3,3,54.12,7.72,2,1,3184,13976
R-24,1,2,15.8,0,0,1,1071,13977
BB-24,1,1,83.9,19.35,1,0,2478,13979
BC-24,4,4,745.07,10,3,1,16660,13980
BD-24,13,17,2919.29,184.03,10,3,39916,13981
BE-24,2,3,284.06,31.46,2,0,2464,13982
BH-24,1,2,57.3,0,0,1,5668,13984
BN-24,1,2,12.36,2.06,1,0,585,13986
BP-24,2,2,225.85,0,1,1,6166,13987
BQ-24,1,1,150.3,0,1,0,3257,13988
BW-24,1,1,10.8,0,0,1,2631,13989
CB-24,2,3,347.98,47.55,1,0,7145,13990
CC-24,2,4,395.43,0,0,2,7212,13991
CD-24,4,13,297.2,0,0,3,5420,13992
CF-24,1,1,105.34,24,1,0,2860,13994
CG-24,1,1,170.45,28.4,1,0,2638,13995
CI-24,2,6,304.55,28.45,1,1,6454,13996
CJ-24,1,1,196.34,0,1,0,3229,13997
CK-24,1,5,121.8,0,0,1,3188,13998
CL-24,12,21,1432.71,108.41,4,7,38436,13999
CM-24,2,2,334.64,0,0,2,6348,14000
CO-24,5,7,561.12,0,1,4,15376,14001
CP-24,6,6,889.69,54.27,6,0,17135,14002
CQ-24,9,9,1737.11,270.25,9,0,30340,14003
CR-24,2,2,387.48,20,2,0,7513,14004
CS-24,2,2,383.93,0,2,0,6713,14005
CZ-24,6,12,875.3,175.09,6,0,17767,14006
DA-24,43,55,6118.39,1085.8,36,5,126418,14007
DB-24,5,5,783.88,118.68,4,1,15898,14008
DE-24,1,3,120.84,30,1,0,3278,14009
DI-24,14,16,2250.62,389.31,13,1,42379,14010
DL-24,4,8,555.78,20,1,3,11443,14011
DN-24,3,8,467.45,31.47,3,0,92539,14012
DO-24,4,4,521.95,25.17,3,1,14322,14013
DP-24,4,4,669.44,116,4,0,11626,14014
DQ-24,7,8,855.13,125.87,5,2,12431,14015
DR-24,3,7,425.09,29.65,3,0,7045,14016
DY-24,19,27,3353.76,524.21,17,2,51516,14017
DZ-24,1,2,139.8,10,1,0,2559,14018
EA-24,3,4,645.94,89.25,3,0,8886,14019
EF-24,1,1,240.36,40.06,1,0,4845,14020
EL-24,2,5,281.26,30.16,2,0,6343,14023
EM-24,2,2,385.85,44.25,2,0,5097,14024
EO-24,3,6,518.04,60.06,2,1,8442,14026
ES-24,1,1,230.3,0,0,1,4478,14027
EW-24,1,5,63.34,5,1,0,4170,14028
EY-24,1,1,235.84,10,1,0,3104,14029
EZ-24,14,16,2064.61,163.92,12,1,22688,14030
FB-24,1,1,136.7,0,0,1,3833,14031
FG-24,1,1,211.55,35.25,1,0,4784,14032
FH-24,2,3,497.19,111.05,1,1,7199,14033
FI-24,2,3,216.51,40.58,2,0,8181,14034
FL-24,1,1,339.11,56.52,1,0,4993,14035
FM-24,1,2,189.34,0,1,0,3884,14036
FS-24,13,17,2696.66,233.18,10,3,31666,14037
FT-24,1,1,182.8,0,0,1,3973,14038
FX-24,11,14,1968.6,273.52,9,1,32860,14039
FY-24,1,1,245.3,0,1,0,3902,14040
GA-24,1,1,321.11,53.52,1,0,3609,14041
GB-24,1,1,287.89,21.55,1,0,3056,14042
BC-23,27,34,5268.59,340.94,18,6,83038,14043
BD-23,1,2,18.8,1.5,1,0,686,14044
BE-23,1,1,93.3,0,0,1,3269,14045
BF-23,1,1,147.3,25,1,0,6430,14046
BG-23,4,5,550.78,77.58,3,0,7398,14047
BI-23,1,1,180.96,30.16,1,0,2588,14048
BK-23,1,1,213.65,35.6,1,0,6313,14049
BP-23,1,2,95.8,0,1,0,2874,14050
BR-23,1,1,100.3,0,1,0,2603,14052
BS-23,1,2,216.09,0,1,0,5176,14053
BT-23,2,2,375.43,0,1,1,9468,14054
BU-23,2,2,224.39,5,1,0,6720,14055
BX-23,1,1,138.84,0,0,1,3837,14057
BZ-23,20,31,3025.08,241.3,13,6,63125,14058
CA-23,2,3,287.6,74.25,2,0,7848,14059
CB-23,3,6,339.48,0,1,1,6954,14060
CC-23,2,3,327.1,0,0,2,6633,14061
CD-23,1,1,0.3,0,0,0,135,14062
CK-23,10,17,1486.75,301.46,7,3,36192,14065
CL-23,2,2,240.6,20,2,0,5700,14066
CP-23,1,1,105.3,5,1,0,2267,14067
CQ-23,4,4,683.22,99.15,4,0,10610,14068
CS-23,1,2,166.34,10,1,0,3480,14069
DA-23,4,5,629.56,68.7,2,2,14965,14070
DB-23,1,1,132.96,22.16,1,0,2784,14071
DG-23,1,1,151.34,0,0,1,3424,14073
DH-23,1,2,200.8,20,1,0,3159,14074
DJ-23,1,1,128.34,0,1,0,2553,14075
DK-23,1,1,120.35,20.05,1,0,3024,14076
DL-23,3,8,299.19,23.67,2,1,7116,14077
DM-23,2,5,297.91,31.27,1,1,5139,14078
DN-23,1,1,149.15,24.85,1,0,2820,14079
DO-23,4,6,583.2,123.92,4,0,14183,14080
DP-23,11,16,1535.48,221.86,9,1,34096,14081
DQ-23,1,1,184.34,25,1,0,3455,14082
DR-23,2,3,260.51,31.62,1,1,6942,14083
DS-23,1,2,158.84,0,1,0,3278,14084
DW-23,8,9,1115.44,188.6,6,2,27396,14085
DX-23,2,3,377.34,0,2,0,5780,14086
DY-23,2,2,222.19,36.05,1,0,6049,14087
EE-23,1,1,205.84,20,1,0,5646,14088
EH-23,1,1,246.99,41.15,1,0,3385,14089
ET-23,1,1,160.34,0,0,1,3049,14090
EU-23,1,1,215.3,0,0,1,5661,14091
EW-23,1,1,120.3,0,1,0,3766,14093
